diagnosis,note,ICD1,ICD2,ICD3,ICD4,ICD5
抗基底膜抗體腎絲球腎炎,0,N059,,,,
抗多種分枝桿菌藥物結核感染,0,A319,,,,
抗憂鬱藥物中毒,7,T432,X41,X61,X85,Y11
抗擬血劑過量,7,T455,X44,X64,X85,Y14
抗焦慮劑,7,T424,X41,X61,X85,Y11
抗焦慮藥物濫用,7,T424,X41,X61,X85,Y11
抗焦慮藥物濫用(T),7,T424,X41,X61,X85,Y11
抗生素,7,T369,X44,X64,X85,Y14
抗生素過敏,5,T369,Y409,,,
抗甲基盤尼西林,7,T360,X44,X64,X85,Y14
抗甲氧苯青黴素金黃色葡萄球菌感染,0,A490,,,,
抗癲癇藥物過敏反應,5,T427,Y468,,,
抗癲癇藥物過量,7,T427,X41,X61,X85,Y11
抗磷脂徵候群,0,R894,,,,
抗磷脂抗體症候群,0,R894,,,,
抗磷脂症候群,0,R894,,,,
抗磷脂質抗體症候群,0,R894,,,,
抗磷脂質症候群,0,R894,,,,
抗精神疾病藥物過量中毒,7,T435,X41,X61,X85,Y11
抗精神病藥物惡性症候群,0,G210,,,,
抗精神藥物惡性症候群,0,G210,,,,
抗糖尿病劑不良影響,5,T383,Y423,,,
抗結核菌藥物過敏,5,T378,Y418,,,
抗結核藥物不良反應,5,T378,Y418,,,
抗結核藥物相關肝功能不良,5,R945,Y411,,,
抗腎絲球基底膜抗體疾病,0,N059,,,,
抗萬古黴素腸球菌,0,A498,,,,
抗藥性克雷白氏,0,A498,,,,
抗藥性克雷白氏肺炎,1,J150,P236,,,
抗藥性分支結核桿菌,0,A319,,,,
抗藥性大腸桿菌感染,0,A498,,,,
抗藥性急性骨髓性白血病,0,C920,,,,
抗藥性綠膿桿菌肺炎,1,J151,P235,,,
抗藥性肺結核,1,A162,P370,,,
抗藥性腸球菌瀰漫性感染,0,A498,,,,
抗藥性腸球菌移生狀態,0,A498,,,,
抗藥性腸球菌菌血症,0,A498,,,,
抗藥性菌株,0,A499,,,,
抗藥性菌血症,0,R788,,,,
抗藥性葡萄球菌敗血症,1,A412,P363,,,
抗藥性葡萄球菌菌血症,0,A490,,,,
抗藥性金黃色葡萄球菌性肺炎,1,J152,P232,,,
抗藥性金黃色葡萄球菌感染,0,A490,,,,
抗藥性金黃色葡萄球菌敗血症,1,A410,P362,,,
抗藥性金黃色葡萄球菌菌血症,0,A490,,,,
抗藥性金黃葡萄球菌肺炎,1,J152,P232,,,
抗藥性黃麴菌感染,0,B449,,,,
抗蟲特中毒,7,T609,X48,X68,X87,Y18
抗青黴素葡萄球菌感染,0,A490,,,,
折疊桌壓傷,6,W20,X83,Y08,Y33,
披衣菌感染,0,A749,,,,
披衣菌肺炎,1,J160,P231,,,
抵抗力功能低下,0,D849,,,,
抽搐,1,R568,P90,,,
抽搐性疾病,1,R568,P90,,,
抽搐重積發作,1,R568,P90,,,
抽煙,0,F179,,,,
抽痙,1,R568,P90,,,
抽痙發作,1,R568,P90,,,
抽痰,0,R093,,,,
抽砂引擎傾倒壓住,6,W20,X83,Y08,Y33,
抽筋性四肢麻痺,1,R568,P90,,,
抽筋症,1,R568,P90,,,
抽脂手術後脂肪組織肺栓塞,5,T817,Y838,,,
抽菸,0,F179,,,,
抽菸點火引燃衣褲,6,X09,X76,X97,Y26,
拇指壞死,0,R02,,,,
拇指壞疽,0,R02,,,,
拇指撕裂傷,0,S610,,,,
拇指糜爛,0,L988,,,,
拇指蜂窩性組織炎,0,L031,,,,
拉弗拉病,0,G403,,,,
拒萬古黴素抗藥性之腸球菌感染,0,A498,,,,
拒食,0,R630,,,,
拔掉動靜脈吻合管接頭,7,T149,X599,X83,Y08,Y33
拔釘器刺入左眼窩,6,W27,X78,X99,Y28,
拔除手臂動脈之止血帶,7,T149,X599,X83,Y08,Y33
拔除靜脈人工血管,7,T149,X599,X83,Y08,Y33
拔除頸部人工血管,7,T828,X599,X83,Y08,Y33
拖板車意外,0,V859,,,,
拘束性慢性肺病,1,J9840,P279,,,
拘限性肺臟萎縮性疾病,1,J981,P281,,,
括約肌不協調,0,R32,,,,
拼裝車壓傷,6,V041,X82,Y03,Y32,
拼裝車翻覆,6,V599,X82,Y03,Y32,
拼裝車與機車事故,6,V871,X82,Y03,Y32,
拼裝車車斗壓傷,6,W20,X83,Y08,Y33,
持刀刺胸,7,S219,W260,X78,X99,Y28
持刀自為,0,X78,,,,
持剪刀自刺左頸,7,S119,W268,X78,X99,Y28
持槍自戕,0,X74,,,,
持續性上腸胃道出血,3,K922,S369(TR),P543,,
持續性代謝性酸血症,1,E872,P740,,,
持續性休克,3,R579,T794,P968,,
持續性低血糖,1,E162,P704,,,
持續性動脈幹,0,Q200,,,,
持續性哮喘,0,J46,,,,
持續性嘔吐,1,R11,P920,,,
持續性嬰兒肺動脈高壓,0,Q288,,,,
持續性家族性肝內膽汁滯溜症,0,K831,,,,
持續性心室心博過速,1,I472,P291,,,
持續性心室性心律不整,1,I499,P291,,,
持續性心室頻脈,1,I472,P291,,,
持續性心室顫動,1,I490,P291,,,
持續性心房振顫,1,I481,P291,,,
持續性抽搐,1,R568,P90,,,
持續性支氣管氣喘,0,J46,,,,
持續性新生兒肺高壓,0,Q288,,,,
持續性氣喘,0,J46,,,,
持續性氣胸,3,J939(nTR),S270,P251,,
持續性痙攣,1,R252,G404,,,
持續性癲癇症,0,G409,,,,
持續性癲癇發作,0,G419,,,,
持續性肺動脈導管,0,Q250,,,,
持續性肺動脈高壓,0,Q288,,,,
持續性肺高壓,0,Q288,,,,
持續性肺高壓症,0,Q288,,,,
持續性胎兒循環,0,P293,,,,
持續性胎兒肺動脈高壓,0,Q288,,,,
持續性高燒,1,R508,P819,,,
持續性黴菌敗血症,0,B49,,,,
持續抽搐,1,R568,P90,,,
持續昏迷,1,R402,P915,,,
持續痙攣,1,R252,G404,,,
持續癲癇抽搐,0,G409,,,,
持續癲癇發作狀態,0,G409,,,,
持續開放性動脈導管,0,Q250,,,,
持銳器自殘,0,X78,,,,
指甲發黑,1,R230,P282,,,
指甲黴菌病,0,B351,,,,
指頭脫臼,0,S631,,,,
挖土機壓傷,6,V859,X82,Y03,Y32,
挖土機夾迫,6,V859,X82,Y03,Y32,
挖土機意外,6,V859,X82,Y03,Y32,
挖土機挖斗上摔落,6,W17,X80,Y01,Y30,
挖土機挖斗鏟傷勢,6,V859,X82,Y03,Y32,
挖土機撞到,6,V859,X82,Y03,Y32,
挖土機擊傷,6,V859,X82,Y03,Y32,
挖土機翻落山谷,6,V859,X82,Y03,Y32,
挖土機翻覆,6,V859,X82,Y03,Y32,
挖土機駕駛被砂石車傾倒壓傷,6,V855,X82,Y03,Y32,
挖土機駕駛遭曳引車傾倒,6,V855,X82,Y03,Y32,
挫傷性腦內出血,0,S062(TR),,,,
挫傷性腦出血,0,S062(TR),,,,
挫傷性腦水腫,0,S061(TR),,,,
挫傷性腦溢血,0,S062(TR),,,,
挫傷性腦膜下出血,0,S062(TR),,,,
挫傷性腦血腫,0,S062(TR),,,,
挫傷性蜘蛛網下出血,0,S066(TR),,,,
挫傷性血氣胸,0,S272,,,,
挫傷性顱內出血,0,S068(TR),,,,
捕漁落水,7,T751,W74,X71,X92,Y21
捕蟹跌落溪流,7,T751,W70,X71,X92,Y21
捕魚失足,7,T751,W74,X71,X92,Y21
捕鰻苗時落水,7,T751,W70,X71,X92,Y21
捲入機器捲帶,6,W31,X83,Y08,Y33,
捲入預拌水泥機具,6,W31,X83,Y08,Y33,
捷運交通事故,6,V829,X82,Y03,Y32,
捷運列車撞擊,6,V829,X82,Y03,Y32,
掉入化糞池,0,W17,,,,
掉入攪拌槽中,6,W17,X80,Y01,Y30,
掉入有機溶劑反應槽內,0,W17,,,,
掉入砂石儲料中,0,W17,,,,
掉落岸邊岩縫中,6,W17,X80,Y01,Y30,
掉落廢水池內,7,T751,W73,X71,X92,Y21
掉落橋墩後被水沖走,7,T751,W70,X71,X92,Y21
掉落水池,7,T751,W73,X71,X92,Y21
掉落水溝溺死,7,T751,W73,X71,X92,Y21
掉落漁塭內,7,T751,W70,X71,X92,Y21
掉落漁塭溺水,7,T751,W70,X71,X92,Y21
掉落物壓傷,6,W20,X83,Y08,Y33,
掉落物砸傷,6,W20,X83,Y08,Y33,
掌指灼傷,7,T230,X09,X76,X97,Y26
掌骨骨折,0,S623,,,,
掐死,7,T71,W76,X70,X91,Y20
掐頸窒息,7,T71,W76,X70,X91,Y20
排尿困難,0,R300,,,,
排氣管插入車內,7,T58,X470,X670,X880,Y170
排水溝內溺水,7,T751,W73,X71,X92,Y21
排除機械性暴力致死,0,R999,,,,
採檢體送鑑中,0,R999,,,,
採草藥跌倒,0,W19,,,,
採蚵車翻車壓傷,6,V599,X82,Y03,Y32,
採蜜跌落山坡,6,W17,X80,Y01,Y30,
採證送鑑,0,R999,,,,
採證送鑑中,0,R999,,,,
採證送驗,0,R999,,,,
採金線蓮時摔落山谷懸崖,6,W15,X80,Y01,Y30,
接汽車排氣管至車內,7,T58,X470,X670,X880,Y170
接觸性皮膚炎,0,L259,,,,
推入大水溝內溺水,5,T751,W92,,,
推土機翻落山谷,6,V855,X82,Y03,Y32,
推高機上鷹架崩落,6,W20,X83,Y08,Y33,
推高機翻落,6,V839,X82,Y03,Y32,
掩住口鼻,7,T71,W83,X70,X91,Y20
插秧機壓傷,0,W30,,,,
換心術後急性排斥,5,T862,Y830,,,
換氣不足,1,R068,P288,,,
換氣功能障礙,1,R068,P288,,,
換氣困難,1,R068,P288,,,
換氣性呼吸衰竭,1,J969,P285,,,
換氣衰竭,1,R068,P288,,,
換氣過度症候群,1,R068,P288,,,
換腎急性惡化,5,T861,Y830,,,
換輪胎打氣鋼圈飛脫擊中,6,W20,X83,Y08,Y33,
損傷,0,T149,,,,
損傷後之硬腦膜下出血,0,S065(TR),,,,
損傷後之硬腦膜外出血,0,S064(TR),,,,
損傷後之蜘蛛網膜下出血,0,S066(TR),,,,
損傷後之顱內出血,0,S068(TR),,,,
損傷後硬腦膜下出血,0,S065(TR),,,,
損傷後蜘蛛網膜下出血,0,S066(TR),,,,
搔癢疾患,0,L299,,,,
搖動嬰兒症候群,7,T749,X58,X83,Y079,Y33
搖頭丸MDMA中毒,7,T436,X41,X61,X85,Y11
搖頭丸MDMA中毒(F),0,F151,,,,
搥傷性血氣胸,0,S272,,,,
搬運機壓傷,6,W31,X83,Y08,Y33,
搬運機與小客車之車禍,6,V872,X82,Y03,Y32,
搬運車壓傷,6,V837,X82,Y03,Y32,
搬運車撞傷,0,V099,,,,
搬運車翻車,6,V599,X82,Y03,Y32,
搬運車駕駛與自小客貨車車禍,6,V535,X82,Y03,Y32,
搬重物下樓跌倒,0,W10,,,,
搭乘火車不慎墜車致死,6,V816,X82,Y03,Y32,
搭乘降梯高處掉落,6,W17,X80,Y01,Y30,
搭公車上車摔落地面,0,W17,,,,
摑掌遊戲,6,X58,X83,Y04,Y33,
摔倒,6,W19,X80,Y01,Y30,
摔倒後遺症,0,Y86,,,,
摔傷,6,W19,X80,Y01,Y30,
摔死,6,W19,X80,Y01,Y30,
摔落,6,W19,X80,Y01,Y30,
摔落地面,6,W19,X80,Y01,Y30,
摔落山谷,6,W17,X80,Y01,Y30,
摔落樓梯,6,W10,X80,Y01,Y30,
摔落樓梯間,6,W10,X80,Y01,Y30,
摔落水溝中溺斃,7,T751,W73,X71,X92,Y21
摔落溪谷,6,W17,X80,Y01,Y30,
摔落灌溉溝渠撞擊頭部,7,S099,W17,X80,Y01,Y30
摔落稻田,6,W17,X80,Y01,Y30,
摔落車棚上,6,W17,X80,Y01,Y30,
摔落魚池,7,T751,W70,X71,X92,Y21
摩根氏桿菌感染,0,A498,,,,
撞擊外傷,6,W22,X83,Y08,Y33,
撞擊牆壁,6,W22,X83,Y08,Y33,
撞擊硬物,6,W22,X83,Y08,Y33,
撞擊護欄,6,W22,X83,Y08,Y33,
撞擊造成,6,W22,X83,Y08,Y33,
播散性念珠菌感染,1,B379,P375,,,
播散性狼瘡,0,M329,,,,
播散性血管內凝血,1,D65,P60,,,
撲滅松中毒,7,T600,X48,X68,X87,Y18
撿拾貝類作業中落海,5,T751,W70,,,
操作中型裝載機翻落壓傷事故,6,W31,X83,Y08,Y33,
操作切割鐵板砂輪機失誤,6,W31,X83,Y08,Y33,
操作剷土機時不慎誤觸控制桿,6,V859,X82,Y03,Y32,
操作吊車時遭翻落之副桿壓擊,6,W20,X83,Y08,Y33,
操作挖土機失控翻落山谷,6,V859,X82,Y03,Y32,
操作機器意外,0,W31,,,,
操作水泥電桿模具不慎捲入離心機具傳動輪軸,0,W31,,,,
操作起重機時不慎翻覆,0,W24,,,,
擦傷,0,T140,,,,
擴大型心肌梗塞,0,I2199,,,,
擴大型心肌病變,1,I4209,P298,,,
擴大心肌病變,1,I4209,P298,,,
擴大性心肌炎,1,I5140,P298,,,
擴大性心肌疾病,1,I4209,P298,,,
擴大性心肌病,1,I4209,P298,,,
擴大性心肌病變,1,I4209,P298,,,
擴大性心肌症,1,I4209,P298,,,
擴大性心肌肥大,1,I4209,P298,,,
擴大性心肌衰竭,1,I4209,P298,,,
擴大性心肺病變,1,I279,P968,,,
擴大性心臟病,1,I517,Q248,,,
擴大性心臟病變,1,I517,Q248,,,
擴大性心臟衰竭,1,I509,P290,,,
擴大性心衰竭,1,I509,P290,,,
擴大肥厚性心肌病變,1,I4229,P298,,,
擴張型心肌病變,1,I4209,P298,,,
擴張型心肌病變急性發作,1,I4209,P298,,,
擴張型心肌症,1,I4209,P298,,,
擴張心肌病變,1,I4209,P298,,,
擴張性心肌梗塞,0,I2199,,,,
擴張性心肌炎,1,I5140,P298,,,
擴張性心肌疾病,1,I4209,P298,,,
擴張性心肌病,1,I4209,P298,,,
擴張性心肌病猝死,5,I4209,I461,,,
擴張性心肌病變,1,I4209,P298,,,
擴張性心肌症,1,I4209,P298,,,
擴張性心肌肥大,1,I4209,P298,,,
擴張性心臟病,1,I519,Q249,,,
擴張性心臟病變,1,I519,Q249,,,
擴張性心臟肥大,1,I517,Q248,,,
擴張性心臟衰竭,1,I509,P290,,,
擴張性心衰竭,1,I509,P290,,,
擴張性肺結核,1,A162,P370,,,
擴心室症,1,I517,Q248,,,
擴散性凝血機轉不全,1,D65,P60,,,
擴散性惡性腫瘤,0,C809,,,,
擴散性結核病,1,A199,P370,,,
擴散性肺上皮細胞癌,0,C780,,,,
擴散性腦軟化,1,G938,Q049,,,
擴散性血管內凝固病,1,D65,P60,,,
擴散性血管內凝血,1,D65,P60,,,
擴散性血管內凝血機能不全,1,D65,P60,,,
擴散性血管內凝血異常,1,D65,P60,,,
擴散性血管凝血病變,1,D65,P60,,,
擴散性黴菌感染,0,B49,,,,
擴散至肺臟,0,C780,,,,
擴散至腹膜,0,C786,,,,
擴散非小細胞肺癌,0,C349,,,,
擴散鼻腔,0,C783,,,,
攀岩高處墜落,0,W15,,,,
攀爬五樓陽台護欄墜樓,6,W13,X80,Y01,Y30,
攀爬電桿觸電,7,T754,W87,X83,Y08,Y33
攀爬鷹架落下,6,W12,X80,Y01,Y30,
攀登高山,5,T702,W94,,,
攝護癌,0,C61,,,,
攝護腺上皮癌,0,C61,,,,
攝護腺侵犯,0,C798,,,,
攝護腺出血,0,N421(nTR),,,,
攝護腺囊腫,0,N428,,,,
攝護腺增生,0,N40,,,,
攝護腺小細胞癌,0,C61,,,,
攝護腺尿道癌,5,C61,C680,,,
攝護腺尿道移型上皮癌,5,C61,C680,,,
攝護腺惡性肉瘤,0,C61,,,,
攝護腺惡性腫瘤,0,C61,,,,
攝護腺惡性贅瘤,0,C61,,,,
攝護腺感染,0,N419,,,,
攝護腺末期,0,C61,,,,
攝護腺淋巴癌,0,C859,,,,
攝護腺炎,0,N419,,,,
攝護腺疾病,0,N429,,,,
攝護腺病變,0,N429,,,,
攝護腺症,0,N429,,,,
攝護腺瘤,0,D400,,,,
攝護腺癌,0,C61,,,,
攝護腺癌化療後,0,C61,,,,
攝護腺癌術後,0,C61,,,,
攝護腺神經內分泌細胞癌,0,C61,,,,
攝護腺移行上皮細胞癌,0,C61,,,,
攝護腺結節,0,N428,,,,
攝護腺肉癌,0,C61,,,,
攝護腺肉芽腫,0,N411,,,,
攝護腺肥厚合併感染,0,N40,,,,
攝護腺肥大,0,N40,,,,
攝護腺肥大術後,0,N40,,,,
攝護腺腫,0,N40,,,,
攝護腺腫大,0,N40,,,,
攝護腺腫瘤,0,D400,,,,
攝護腺膿瘍,0,N412,,,,
攝護腺良性增生,0,N40,,,,
攝護腺良性腫瘤,0,D291,,,,
攝護腺贅瘤,0,C61,,,,
攝護腺轉移,0,C798,,,,
攝護腺阻塞,0,N428,,,,
攝護腺鱗狀上皮癌,0,C61,,,,
攝食不足,0,R630,,,,
攪拌機壓攪傷,6,W31,X83,Y08,Y33,
支束傳導阻斷,1,I454,Q246,,,
支氣管上皮癌,0,C349,,,,
支氣管乳頭瘤,0,D381,,,,
支氣管侵犯,0,C780,,,,
支氣管內上皮細胞癌,0,C349,,,,
支氣管內出血,3,R048(nTR),S274,P260,,
支氣管出血,3,R048(nTR),S274,P260,,
支氣管動脈出血,3,R048(nTR),S274,P260,,
支氣管動脈間廔管,0,J860,,,,
支氣管原位癌,0,D022,,,,
支氣管及肺非小細胞癌,0,C349,,,,
支氣管哮喘,0,J459,,,,
支氣管哮喘急性發作,0,J46,,,,
支氣管喘息症,0,J459,,,,
支氣管塌陷,1,J980,P289,,,
支氣管壓迫,1,J980,P289,,,
支氣管大量出血,3,R048(nTR),S274,P260,,
支氣管廔管,0,J860,,,,
支氣管性哮喘,0,J459,,,,
支氣管性惡性肺癌,0,C349,,,,
支氣管性氣喘,0,J459,,,,
支氣管性氣喘急性發作,0,J46,,,,
支氣管性結核,1,A164,P370,,,
支氣管性結核肺炎,1,A162,P370,,,
支氣管性肺炎,1,J180,P239,,,
支氣管性肺病,1,J980,P289,,,
支氣管性肺癌,0,C349,,,,
支氣管性肺結核,1,A164,P370,,,
支氣管息肉,1,J980,P289,,,
支氣管惡性腫瘤,0,C349,,,,
支氣管惡性贅瘤,0,C349,,,,
支氣管惡性贅癌,0,C349,,,,
支氣管感染,0,J40,,,,
支氣管擴張,1,J47,Q334,,,
支氣管擴張不全,1,J47,Q334,,,
支氣管擴張出血,1,J47,Q334,,,
支氣管擴張急性惡化,1,J47,Q334,,,
支氣管擴張急性發作,1,J47,Q334,,,
支氣管擴張性纖維化,1,J47,Q334,,,
支氣管擴張感染,1,J47,Q334,,,
支氣管擴張症,1,J47,Q334,,,
支氣管擴張症急性發作,1,J47,Q334,,,
支氣管攣縮,1,J980,P289,,,
支氣管收縮,1,J980,P289,,,
支氣管氣喘,0,J459,,,,
支氣管氣喘急性發作,0,J46,,,,
支氣管氣喘重積狀態,0,J46,,,,
支氣管漏症,0,J860,,,,
支氣管炎,0,J40,,,,
支氣管狹窄,1,J980,Q323,,,
支氣管異物,7,T175,W80,X70,X91,Y20
支氣管異物阻塞,7,T175,W80,X70,X91,Y20
支氣管疾病,1,J980,P289,,,
支氣管痙攣,1,J980,P289,,,
支氣管癌,0,C349,,,,
支氣管發育異常,0,Q324,,,,
支氣管破裂出血,3,R048(nTR),S274,P260,,
支氣管窒息,3,R090,T71,P219,,
支氣管結核,1,A164,P370,,,
支氣管結石,1,J980,P289,,,
支氣管纖維化,1,J980,P289,,,
支氣管肉芽腫,1,J980,P289,,,
支氣管肋膜廔管,0,J860,,,,
支氣管肋膜皮下廔管,0,J860,,,,
支氣管肋膜腔廔管,0,J860,,,,
支氣管肋膜腔簍管,0,J860,,,,
支氣管肺原位癌,0,D022,,,,
支氣管肺惡性腫瘤,0,C349,,,,
支氣管肺氣腫,3,J439(nTR),T797,P250,,
支氣管肺泡癌,0,C349,,,,
支氣管肺泡細胞癌,0,C349,,,,
支氣管肺泡肺炎,1,J180,P239,,,
支氣管肺炎,1,J180,P239,,,
支氣管肺癌,0,C349,,,,
支氣管肺葉惡性腫瘤,0,C349,,,,
支氣管肺部異常,0,Q339,,,,
支氣管肺部發育不良,0,Q339,,,,
支氣管胸膜腔廔管,0,J860,,,,
支氣管腐蝕性化學物質灼傷,7,T274,X49,X69,X90,Y19
支氣管腫瘤,0,D381,,,,
支氣管腺癌,0,C349,,,,
支氣管膜糜爛,1,J980,P289,,,
支氣管膿瘍,1,J980,P289,,,
支氣管良性腫瘤,0,D143,,,,
支氣管血栓,0,J980,,,,
支氣管血管瘤,0,D180,,,,
支氣管血管破裂,3,R048(nTR),S274,P260,,
支氣管衰竭,1,J980,P289,,,
支氣管軟化,1,J980,P289,,,
支氣管轉移,0,C780,,,,
支氣管閉鎖不全,1,J980,Q324,,,
支氣管阻塞,3,J980,T71,P289,,
支氣管阻塞性肺疾病,0,J449,,,,
支氣管食物阻塞窒息,7,T175,W79,X70,X91,Y20
支氣管食道廔管,1,J860,Q392,,,
支氣管鱗狀細胞癌,0,C349,,,,
收縮性心包膜炎,0,I311,,,,
收縮性心衰竭,1,I509,P290,,,
放射性出血性膀胱炎,5,N304,Y842,,,
放射性咽喉炎,5,J060,Y842,,,
放射性大腸炎,5,K520,Y842,,,
放射性大腸炎出血,5,K520,Y842,,,
放射性大腸癌,0,C189,,,,
放射性小腸炎,5,K520,Y842,,,
放射性氣管壞死,5,J398,Y842,,,
放射性直腸炎,5,K627,Y842,,,
放射性結腸炎,5,K520,Y842,,,
放射性肺損傷,5,J9840,Y842,,,
放射性肺炎,5,J700,Y842,,,
放射性脊髓炎,5,G049,Y842,,,
放射性腦壞死,5,I678,Y842,,,
放射性腸炎,5,K520,Y842,,,
放射性腸阻塞,5,K566,Y842,,,
放射性膀胱炎,5,N304,Y842,,,
放射性膀胱炎出血,5,N304,Y842,,,
放射性膀胱癌,0,C679,,,,
放射性間質性肺炎,5,J700,Y842,,,
放射性間質炎,5,L589,Y842,,,
放射性顱底骨壞死,5,M879,Y842,,,
放射性食道炎,5,K20,Y842,,,
放射性骨壞死,5,M879,Y842,,,
放射性骨髓炎,5,M869,Y842,,,
放射治療後食道纖維化,5,K228,Y842,,,
放射治療後鼻肉癌,0,C300,,,,
放射線出血性膀胱炎,5,N304,Y842,,,
放射線出血性膀胱癌,0,C679,,,,
放射線大腸炎,5,K520,Y842,,,
放射線性壞死,0,R02,,,,
放射線性大腸炎,5,K520,Y842,,,
放射線性直腸炎,5,J700,Y842,,,
放射線性肺炎,5,J700,Y842,,,
放射線性腸炎,5,K520,Y842,,,
放射線性膀胱炎,5,N304,Y842,,,
放射線敗血症,1,A419,P369,,,
放射線治療引發口腔粘膜炎,5,K121,Y842,,,
放射線潰瘍壞死,0,L984,,,,
放射線肺傷害,5,J9840,Y842,,,
放射線胃炎,5,K297,Y842,,,
放射線菌感染,0,A429,,,,
放射菌性肺膿瘍,0,J852,,,,
放射菌感染,0,A429,,,,
放線菌感染,0,A429,,,,
放線菌病,0,A429,,,,
救護車遭小客車撞擊翻覆,6,V499,X82,Y03,Y32,
敗血性休克,1,A419,P369,,,
敗血性休克(P),0,P369,,,,
敗血性休克徵候,1,A419,P369,,,
敗血性低血壓,0,I959,,,,
敗血性充血性心衰竭,1,I5009,P290,,,
敗血性出血,5,A419,R5800,,,
敗血性動脈栓塞,0,I749(EM),,,,
敗血性呼吸衰竭,1,J969,P285,,,
敗血性器官衰竭,1,A419,P369,,,
敗血性多器官衰竭,1,A419,P369,,,
敗血性尿路感染,1,N390,P393,,,
敗血性心內膜炎,0,I330,,,,
敗血性心肌梗塞,0,I2199,,,,
敗血性心肌病變,1,I5159,Q249,,,
敗血性心肺衰竭,1,R092,P290,,,
敗血性心臟病,1,I519,Q249,,,
敗血性心臟衰竭,1,I509,P290,,,
敗血性急性腎衰竭,1,N179,P960,,,
敗血性感染,1,A419,P369,,,
敗血性感染休克,1,A419,P369,,,
敗血性栓塞,0,I749(EM),,,,
敗血性泌尿道感染,1,N390,P393,,,
敗血性流產,1,O069,P018,,,
敗血性發燒,1,R509,P819,,,
敗血性筋膜炎,0,M726,,,,
敗血性細菌性關節炎,0,M009,,,,
敗血性肌肉壞死,0,R02,,,,
敗血性肘關節炎,0,M009,,,,
敗血性肝衰竭,0,K729,,,,
敗血性股骨壞死,0,M879,,,,
敗血性肺栓塞,0,I269,,,,
敗血性肺梗塞,0,I269,,,,
敗血性肺炎,1,J189,P239,,,
敗血性胰臟炎,0,K859,,,,
敗血性脊椎炎,0,M469,,,,
敗血性腎衰竭,1,N19,P960,,,
敗血性腦中風,0,I6409,,,,
敗血性腦栓塞,0,I6349,,,,
敗血性腦病變,5,A419,G934,,,
敗血性腦膜炎,0,G009,,,,
敗血性腸壞死,1,K5500,P77,,,
敗血性腸病變,0,K639,,,,
敗血性腸胃道出血,3,K922,S369(TR),P543,,
敗血性腸阻塞,1,K566,P769,,,
敗血性腹膜炎,1,K659,P781,,,
敗血性膀胱炎,0,N308,,,,
敗血性膝關節炎,0,M009,,,,
敗血性膽結石,0,K802,,,,
敗血性膽道炎,0,K830,,,,
敗血性菌血症,1,A419,P369,,,
敗血性血栓,0,I829,,,,
敗血性血栓靜脈炎,0,I809,,,,
敗血性血症,1,A419,P369,,,
敗血性血管炎,0,I776,,,,
敗血性衰竭,1,R092,P290,,,
敗血性貧血,1,D649,P614,,,
敗血性酸中毒,1,E872,P740,,,
敗血性關節炎,0,M009,,,,
敗血性骨關節炎,0,M009,,,,
敗血性骨髓炎,0,M869,,,,
敗血性體質,1,A419,P369,,,
敗血性髖骨關節炎,0,M009,,,,
敗血病,1,A419,P369,,,
敗血病休克,1,A419,P369,,,
敗血症,1,A419,P369,,,
敗血症(P),0,P369,,,,
敗血症休克,1,A419,P369,,,
敗血症候群,1,A419,P369,,,
敗血菌,1,A419,P369,,,
敗血菌血症,1,A419,P369,,,
散佈性傷口,0,L984,,,,
散佈性凝血病變,1,D65,P60,,,
散佈性結核病,1,A199,P370,,,
散佈性肺結核,1,A199,P370,,,
散佈性血管內凝血,1,D65,P60,,,
散佈性血管內凝血異常,1,D65,P60,,,
散佈性血管內凝集,1,D65,P60,,,
散佈性血管內栓塞,0,I749(EM),,,,
散佈性血管凝血病變,1,D65,P60,,,
散佈性血管血液凝固,1,D65,P60,,,
散在性出血,3,R5800,T149,P549,,
散在性單純疱疹,0,B009,,,,
散在性結核,1,A199,P370,,,
散在性肝癌,0,C229,,,,
散在性肺結核,1,A199,P370,,,
散在性腦出血,3,I6199(nTR),S063(TR),P524,,
散在性血管內凝固症,1,D65,P60,,,
散在性血管內凝血,1,D65,P60,,,
散在性血管內凝血病變,1,D65,P60,,,
散在性血管內溶血,1,D65,P60,,,
散在性血管內解離,1,D65,P60,,,
散在性電灼傷,5,T300,W87,,,
散布性惡性腫瘤,0,C809,,,,
散撥性慢性血管內凝固,1,D65,P60,,,
散播性凝血,1,D65,P60,,,
散播性凝血不全,1,D65,P60,,,
散播性帶狀疱疹,0,B029,,,,
散播性念珠菌病,1,B379,P375,,,
散播性惡性肉瘤,0,C499,,,,
散播性結核,1,A199,P370,,,
散播性肺結核,1,A199,P370,,,
散播性血栓,0,I829,,,,
散播性血液凝固,1,D65,P60,,,
散播性血管內凝固,1,D65,P60,,,
散播性血管內凝固病變,1,D65,P60,,,
散播性血管內凝血,1,D65,P60,,,
散發性凝血不全,1,D65,P60,,,
散發性凝血病變,1,D65,P60,,,
散發性癌,0,C809,,,,
散發性肺出血,3,R048(nTR),S273,P269,,
散發性腦炎,0,G040,,,,
散發性腫瘤,0,C809,,,,
散發性血管內凝血病變,1,D65,P60,,,
整地燒草,6,X09,X76,X97,Y26,
斑丘診,0,R21,,,,
斑疹傷寒症,0,A759,,,,
斜坡上摔落,6,W18,X80,Y01,Y30,
斜坡道跌倒,0,W18,,,,
新冠病毒感染,1,J128,P230,,,
